Period,Argentina,Australia,Austria,Belgium,Brazil,Canada,Chile,China (People’s Republic of),Colombia,Costa Rica,Czechia,Denmark,Estonia,Euro area (20 countries),European Union (27 countries from 01/02/2020),Finland,France,G20,G7,Germany,Greece,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Korea,Latvia,Lithuania,Luxembourg,Mexico,NAFTA,Netherlands,New Zealand,Norway,OECD,OECD Europe,Poland,Portugal,Russia,Saudi Arabia,Slovak Republic,Slovenia,South Africa,Spain,Sweden,Switzerland,Turkey,United Kingdom,United States
1962-Q2,-100,0.079101526,-0.000872203,0.053949028,-100,0.032171654,-100,-100,-100,-100,-100,0.045696718,-100,-100,-100,-0.097555845,0.066210481,-100,0.042181266,0.042350189,-0.019890788,-100,0.092809954,-100,-100,-100,0.043766131,0.057107025,-0.072658629,-100,-100,0.006484489,0.041372435,0.03668403,0.086171352,-100,0.020084003,0.043702594,0.048101157,-100,0.066638474,-100,-100,-100,-100,0.025870095,0.096344336,0.072324607,0.047014671,-100,0.038362132,0.036684293
1962-Q3,-100,0.032530147,0.033991217,0.045406303,-100,0.052146194,-100,-100,-100,-100,-100,0.017060502,-100,-100,-100,0.080415193,0.058847184,-100,0.052923194,0.099305895,0.052586011,-100,0.100136667,-100,-100,-100,0.024231952,0.049776796,0.122341048,-100,-100,0.017034334,0.057291023,0.050755775,0.131972504,-100,0.027041653,0.056390417,0.063558289,-100,0.063009899,-100,-100,-100,-100,0.08039725,0.10161822,0.101540669,0.055967334,-100,0.024683149,0.050097226
1962-Q4,-100,0.073862209,0.003644303,0.036361339,-100,0.080830319,-100,-100,-100,-100,-100,-0.010446277,-100,-100,-100,0.073045768,0.051019946,-100,0.0238061,-0.008618945,0.1327052,-100,0.106982673,-100,-100,-100,0.061429934,0.08624161,0.120273654,-100,-100,0.028227073,0.073605396,0.022296436,-0.013607492,-100,0.033907984,0.028676481,0.022489944,-100,0.059540678,-100,-100,-100,-100,0.052227254,0.010773754,0.033371772,0.026060445,-100,-0.014325901,0.013241321
1963-Q1,-100,0.095615806,0.014785711,0.035745225,-100,0.025605682,-100,-100,-100,-100,-100,-0.037418482,-100,-100,-100,-0.036844303,-0.064985457,-100,0.00663806,-0.132749037,0.127663571,-100,0.103170727,-100,-100,-100,0.026818683,0.055798986,0.255791705,-100,-100,0.028150634,0.071892045,0.044959648,-0.228276913,-100,0.040646699,0.015037975,-0.025356464,-100,0.056215398,-100,-100,-100,-100,0.053968584,0.250748547,-0.04046712,-0.035734863,-100,0.018396542,0.044404438
1963-Q2,-100,-0.050814809,0.121810404,0.0351226,-100,0.059456193,-100,-100,-100,-100,-100,0.00556219,-100,-100,-100,0.081687661,0.190943452,-100,0.101472431,0.191807197,0.122380715,-100,0.099865428,-100,-100,-100,0.114248116,0.123039028,-0.091056893,-100,-100,0.027377831,0.069817238,0.048409754,0.40849494,-100,0.042972436,0.098192851,0.152904754,-100,0.057685206,-100,-100,-100,-100,0.110038683,0.003319734,0.161951328,0.162469186,-100,0.184822692,0.045658134
1963-Q3,-100,0.17447051,0.044214143,0.05926317,-100,0.030745787,-100,-100,-100,-100,-100,0.05027255,-100,-100,-100,0.042449936,0.138626132,-100,0.093355861,0.146159787,0.098098631,-100,0.104738345,-100,-100,-100,0.06728628,0.12255653,0.138461532,-100,-100,0.064287225,0.097525629,0.086829911,0.099620473,-100,0.045224574,0.092282436,0.089157451,-100,0.059082075,-100,-100,-100,-100,0.109819824,0.089143312,0.076271121,0.092174404,-100,0.017780956,0.090896912
1963-Q4,-100,0.088442709,0.084077677,0.084322326,-100,0.131181344,-100,-100,-100,-100,-100,0.095248644,-100,-100,-100,0.087371198,0.012509726,-100,0.047619812,0.019499623,0.073839087,-100,0.109070112,-100,-100,-100,0.041775428,0.145108983,0.003739598,-100,-100,0.103089225,0.125450913,0.040921585,0.086927996,-100,0.047405364,0.053249306,0.048583456,-100,0.060412416,-100,-100,-100,-100,0.072371953,0.076570777,0.035550881,0.044172506,-100,0.093926421,0.026495447
1964-Q1,-100,-0.006476328,0.0408537,0.081909679,-100,0.103958541,-100,-100,-100,-100,-100,0.138961294,-100,-100,-100,0.05146894,0.077457512,-100,0.079598846,0.056182627,0.071666436,-100,0.105090387,-100,-100,-100,0.0606227,0.133810798,0.261073815,-100,-100,0.099678752,0.120588061,0.090800378,0.054577619,-100,0.049506607,0.075388925,0.0527946,-100,0.061673976,-100,-100,-100,-100,0.077055158,0.022812004,0.102846687,0.004999857,-100,0.026718468,0.087054252
1964-Q2,-100,0.102380231,0.059185989,0.080026738,-100,0.015064336,-100,-100,-100,-100,-100,0.108536722,-100,-100,-100,0.035150491,0.038912074,-100,0.045235133,0.049773978,0.070425689,-100,0.102295802,-100,-100,-100,-0.03986487,0.100048375,-0.110130139,-100,-100,0.096965019,0.116752532,0.047369284,0.035024632,-100,0.052597507,0.050674589,0.044664502,-100,0.069447023,-100,-100,-100,-100,0.074383859,0.067568115,0.021850562,0.148687546,-100,0.0768477,0.044279558
1964-Q3,-100,0.025043411,0.036510603,0.05486763,-100,0.043380446,-100,-100,-100,-100,-100,0.081034871,-100,-100,-100,0.06576001,0.049959806,-100,0.048709839,0.042216087,0.089138293,-100,0.082029712,-100,-100,-100,-0.006739066,0.063220275,0.301286374,-100,-100,0.051641192,0.086752633,0.064162123,0.077746991,-100,0.05557027,0.049836898,0.032686419,-100,0.076875767,-100,-100,-100,-100,0.03811574,0.030392086,0.082251764,-0.021664183,-100,0.01480645,0.063984422
1964-Q4,-100,0.118546556,0.1191553,0.030223091,-100,0.020216735,-100,-100,-100,-100,-100,0.055693712,-100,-100,-100,-0.02538235,0.036642553,-100,0.026694008,0.055533832,0.107807655,-100,0.062464375,-100,-100,-100,-0.016634532,0.050972876,0.170738258,-100,-100,0.007957588,0.058123858,0.016449952,0.042657486,-100,0.058422564,0.032818892,0.040731732,-100,0.083920117,-100,-100,-100,-100,0.122202482,0.089843928,0.043498063,-0.024239776,-100,0.061457882,0.012425121
1965-Q1,-100,0.034072185,-0.040634353,0.02966297,-100,0.133442737,-100,-100,-100,-100,-100,0.031913831,-100,-100,-100,0.135430702,0.008909408,-100,0.068293686,0.06708718,0.10416883,-100,0.061217688,-100,-100,-100,0.055109501,0.032925385,0.052132191,-100,-100,0.007680881,0.056790616,0.099374968,0.120602429,-100,0.061151336,0.06684503,0.043927324,-100,0.090563219,-100,-100,-100,-100,0.079209619,0.087882716,0.081198227,0.103204315,-100,-0.010825984,0.100366924
1965-Q2,-100,0.064163374,0.021293112,0.029282199,-100,0.037127468,-100,-100,-100,-100,-100,0.029885453,-100,-100,-100,0.056474022,0.103300183,-100,0.054146476,0.064632801,0.100590766,-100,0.059566028,-100,-100,-100,0.082170233,0.050897501,0.009074432,-100,-100,0.007792096,0.055546813,0.050735267,-0.040259027,-100,0.050581216,0.048075699,0.044483229,-100,0.07188183,-100,-100,-100,-100,0.039260915,0.017174325,-0.029250094,0.004843849,-100,0.002373723,0.051504742
1965-Q3,-100,-0.011715935,0.083336103,0.029784305,-100,0.057002634,-100,-100,-100,-100,-100,0.027902723,-100,-100,-100,0.049815815,0.059065719,-100,0.070751132,0.026902242,0.078948449,-100,0.087406508,-100,-100,-100,0.054356436,0.093766461,-0.031266262,-100,-100,0.011069894,0.060357716,0.086852988,0.036484781,-100,0.040488912,0.064637545,0.041892855,-100,0.054425894,-100,-100,-100,-100,-0.012570196,0.041347388,-0.004112128,0.043060889,-100,0.032714865,0.09193608
1965-Q4,-100,0.009710699,0.018105552,0.030138624,-100,0.101697111,-100,-100,-100,-100,-100,0.025963781,-100,-100,-100,-0.027769878,0.056862361,-100,0.07050657,0.024153817,0.057037428,-100,0.11572722,-100,-100,-100,0.061461652,0.063620236,0.096609698,-100,-100,0.014501689,0.064989441,0.093506246,0.111283903,-100,0.030778976,0.069732566,0.049767279,-100,0.037911144,-100,-100,-100,-100,0.068211389,0.125045159,0.081983506,-0.010422364,-100,0.025848902,0.095390044
1966-Q1,-100,-0.011474671,0.134129558,0.02963846,-100,0.080136665,-100,-100,-100,-100,-100,0.024063364,-100,-100,-100,-0.036020726,0.036579555,-100,0.078956101,0.074639424,0.05539308,-100,0.110949241,-100,-100,-100,0.039249473,0.11143183,0.268636991,-100,-100,0.014248016,0.063276131,0.096510632,-0.104483574,-100,0.021376081,0.067952827,0.033443384,-100,0.022094217,-100,-100,-100,-100,0.057367917,-0.026944101,0.056493909,-0.052774876,-100,0.005841593,0.100965564
1966-Q2,-100,0.055963499,-0.004928461,0.029203967,-100,0.089182983,-100,-100,-100,-100,-100,0.027526007,-100,-100,-100,0.084943112,0.06188739,-100,0.040085989,0.012356242,0.054539987,-100,0.107595375,-100,-100,-100,0.058200385,0.16593022,0.271736955,-100,-100,0.014162888,0.061906511,0.022763455,0.123405205,-100,0.038379986,0.051699372,0.057869868,-100,0.036106633,-100,-100,-100,-100,0.044245422,0.223282111,-0.026131241,0.221556818,-100,0.02367732,0.013728939
1966-Q3,-100,0.117952436,0.011111615,0.035161684,-100,-0.00190939,-100,-100,-100,-100,-100,0.030928073,-100,-100,-100,0.043652163,0.04640331,-100,0.041178006,0.004916115,0.054776745,-100,0.04251492,-100,-100,-100,0.117879562,0.100862668,-0.067375695,-100,-100,0.004748616,0.059422021,0.033441416,0.084626253,-100,0.055177788,0.041679049,0.037320788,-100,0.049932313,-100,-100,-100,-100,0.060246793,0.081740052,-0.098545072,-0.049310066,-100,0.013136345,0.034306012
1966-Q4,-100,0.026518614,0.036077119,0.041223977,-100,0.050501058,-100,-100,-100,-100,-100,0.034264166,-100,-100,-100,0.128616549,0.022017352,-100,0.02028133,-0.061013743,0.054719024,-100,-0.021354096,-100,-100,-100,0.019305891,0.08235903,0.054319682,-100,-100,-0.005248805,0.056551495,0.036277121,0.013204935,-100,0.071559367,0.025499609,0.004189245,-100,0.063431,-100,-100,-100,-100,0.013226754,0.010879988,0.218610364,0.046825182,-100,-0.015807076,0.033222187
1967-Q1,-100,0.16555401,0.035539949,0.040411156,-100,-0.008982826,-100,-100,-100,-100,-100,0.037522387,-100,-100,-100,-0.050951517,0.070327734,-100,0.042667587,-0.01976101,0.053431711,-100,-0.022125385,-100,-100,-100,0.082222921,0.110296148,0.141770368,-100,-100,-0.005146444,0.055235724,0.033969996,0.055691433,-100,0.087328498,0.044852474,0.038601727,-100,0.076468853,-100,-100,-100,-100,0.153544783,0.011065327,0.043109389,0.117017986,-100,0.054532464,0.035905297
1967-Q2,-100,-0.005728675,0.034690284,0.039728666,-100,0.085973348,-100,-100,-100,-100,-100,0.035493135,-100,-100,-100,0.033594432,0.044507209,-100,0.030767633,-0.012444672,0.052384066,-100,-0.021254995,-100,-100,-100,0.088850385,0.11202671,0.08617063,-100,-100,-0.005179386,0.054088624,0.012425521,0.041534855,-100,0.063401286,0.030881715,0.035056004,-100,0.088256472,-100,-100,-100,-100,0.006372222,0.048930103,0.013502505,-0.038596384,-100,0.056978924,0.002456318
1967-Q3,-100,0.077266819,-0.026096256,0.038720928,-100,0.012669358,-100,-100,-100,-100,-100,0.033516545,-100,-100,-100,-0.02393504,0.038799689,-100,0.057090516,0.100138478,0.057556194,-100,-0.04637605,-100,-100,-100,0.06308182,0.146088691,0.176153578,-100,-100,0.014243863,0.067515176,0.038679055,0.06817975,-100,0.041029233,0.053861091,0.048983701,-100,0.099401263,-100,-100,-100,-100,0.216818945,0.070395019,-0.062382947,-0.045718154,-100,0.016228898,0.038383472
1967-Q4,-100,0.035179839,0.065977025,0.037451104,-100,0.017540089,-100,-100,-100,-100,-100,0.031589593,-100,-100,-100,-0.024089605,0.039562868,-100,0.042396283,0.05243792,0.062586714,-100,-0.073229476,-100,-100,-100,0.081411748,0.079601504,0.026675616,-100,-100,0.035186683,0.081039525,0.033432355,0.036995318,-100,0.019770575,0.042317508,0.044319005,-100,0.109824699,-100,-100,-100,-100,-0.070675587,-0.028455351,0.096577295,0.020687349,-100,0.021925405,0.030496827
1968-Q1,-100,-0.035110429,0.051539402,0.036835332,-100,0.034535638,-100,-100,-100,-100,-100,0.029708633,-100,-100,-100,0.041300066,0.12156351,-100,0.082008588,0.047640356,0.061234242,-100,-0.073912713,-100,-100,-100,0.00976062,0.09890928,0.279871692,-100,-100,0.035044393,0.078743033,0.079902846,0.138936904,-100,-0.000753203,0.077539131,0.073813668,-100,0.119479632,-100,-100,-100,-100,0.06730996,0.088129111,-0.065681386,0.065071337,-100,0.155154095,0.084100113
1968-Q2,-100,0.163117009,0.048153919,0.036359915,-100,0.111950457,-100,-100,-100,-100,-100,0.043994751,-100,-100,-100,0.066555087,-0.270465423,-100,0.038185531,0.031455561,0.06002096,-100,-0.075202569,-100,-100,-100,0.086456032,0.143622243,0.060184917,-100,-100,0.03420171,0.077030956,0.072357809,0.004424294,-100,0.015957853,0.046972844,-0.0019445,-100,0.079944027,-100,-100,-100,-100,0.017853072,0.12699664,0.23861127,0.02231977,-100,-0.016444728,0.068507728
1968-Q3,-100,0.053966152,0.074447005,0.054345875,-100,0.056887104,-100,-100,-100,-100,-100,0.058011353,-100,-100,-100,0.011137384,0.538591981,-100,0.088713148,0.090741645,0.086250057,-100,-0.02354352,-100,-100,-100,0.099702183,0.093680878,0.221636025,-100,-100,0.083453948,0.064887028,0.035881996,0.024079722,-100,0.032745113,0.082376381,0.127999319,-100,0.043884109,-100,-100,-100,-100,0.043877072,0.03264407,0.029382759,0.115132906,-100,0.080242142,0.031342532
1968-Q4,-100,0.15756939,0.036317807,0.072720935,-100,0.056547909,-100,-100,-100,-100,-100,0.071613356,-100,-100,-100,0.07714304,0.041617791,-100,0.058694447,0.061758201,0.112647209,-100,0.03453387,-100,-100,-100,0.096977583,0.248129403,-0.066537454,-100,-100,0.134200435,0.052938306,0.021770834,0.140641149,-100,0.049400188,0.064036941,0.065499341,-100,0.010115551,-100,-100,-100,-100,0.077796328,0.172263458,-0.021505267,0.100889838,-100,0.01557244,0.015803769
1969-Q1,-100,-0.027367588,0.039517885,0.071027228,-100,0.055898302,-100,-100,-100,-100,-100,0.084669654,-100,-100,-100,0.210411263,0.00737009,-100,0.05411252,0.104521339,0.108843597,-100,0.034471133,-100,-100,-100,0.064133418,0.035645249,0.220653664,-100,-100,0.128655154,0.051935302,0.062451432,0.014696783,-100,0.065709512,0.053620525,0.050055705,-100,-0.023469089,-100,-100,-100,-100,0.029058902,0.149653833,-0.017215411,-0.092357771,-100,-0.008061164,0.064061068
1969-Q2,-100,0.081653461,0.077869631,0.069006212,-100,0.016558855,-100,-100,-100,-100,-100,0.063361766,-100,-100,-100,0.038230144,0.101791325,-100,0.0443426,0.052319782,0.10486201,-100,0.033392215,-100,-100,-100,0.074210157,0.121652418,0.145413927,-100,-100,0.123669716,0.05071952,0.015583609,0.064119086,-100,0.048907801,0.047693632,0.060078828,-100,-0.007322172,-100,-100,-100,-100,-0.003368995,-0.013446084,0.109968443,0.148348128,-100,0.030281104,0.012189484
1969-Q3,-100,0.06798825,0.099770464,0.068603519,-100,0.045120966,-100,-100,-100,-100,-100,0.043390834,-100,-100,-100,0.115578999,0.038354991,-100,0.043600966,0.088739327,0.092431471,-100,0.05049338,-100,-100,-100,0.009600741,0.099314744,0.363588565,-100,-100,0.060672781,0.063633975,0.031017019,0.096329629,-100,0.032943621,0.053347103,0.060473247,-100,0.0802158,-100,-100,-100,-100,0.195569181,0.076732154,0.162620442,0.177009087,-100,0.02172604,0.026660568
1969-Q4,-100,0.095327862,0.041338151,0.067823626,-100,0.057732745,-100,-100,-100,-100,-100,0.024400322,-100,-100,-100,0.06085198,0.031986745,-100,0.0198329,0.062901233,0.079614104,-100,0.068186974,-100,-100,-100,-0.078434902,0.165500788,0.082897483,-100,-100,-0.000647955,0.076678277,-0.00604465,0.125626195,-100,0.017593417,0.028311471,0.027631503,-100,0.109755642,-100,-100,-100,-100,-0.052909276,0.045536695,0.029054245,-0.008903167,-100,0.019374232,-0.019385818
1970-Q1,-100,0.085849072,0.077670553,0.065809098,-100,0.02495014,-100,-100,-100,-100,-100,0.006087886,-100,-100,-100,0.035188582,0.078675054,-100,0.029773607,-0.06231499,0.040161995,-100,-0.104134995,-100,-100,-100,0.262308236,0.128312048,-0.066072008,-100,-100,0.023004999,0.074356146,0.002945328,-0.058362455,-100,0.002668684,0.03393209,0.041416702,-100,0.121905875,-100,-100,-100,-100,0.088919662,0.076910267,0.054485308,0.08226842,-100,-0.024846811,-0.005942381
1970-Q2,-100,0.082922306,0.107739688,0.064518675,-100,0.000333215,-100,-100,-100,-100,-100,0.01039564,-100,-100,-100,0.145832155,0.051445249,-100,0.044511415,0.168770867,0.155968768,-100,0.269684583,-100,-100,-100,0.029520764,0.049395288,0.170808722,-100,-100,-0.01993967,0.07263093,0.01082785,0.113724516,-100,0.015391076,0.048923056,0.083392958,-100,0.12521711,-100,-100,-100,-100,0.084156064,0.00636972,0.031155867,0.048308912,-100,0.09905769,0.005680798
1970-Q3,-100,-0.008398509,0.079706583,0.047899179,-100,0.042043757,-100,-100,-100,-100,-100,0.014689035,-100,-100,-100,0.076828562,0.056238101,-100,0.058183291,0.076832927,0.077854339,-100,0.207097068,-100,-100,-100,0.082701217,0.111621466,0.024975333,-100,-100,-0.002280124,0.050671725,0.038873566,0.062622633,-100,0.028126089,0.055351981,0.060598906,-100,0.026095836,-100,-100,-100,-100,-0.045384915,0.020600589,0.122045946,0.057052268,-100,0.038652451,0.037371294
1970-Q4,-100,0.019132217,0.050620048,0.030692266,-100,0.006087533,-100,-100,-100,-100,-100,0.018953505,-100,-100,-100,0.041137365,0.064302279,-100,-0.007684993,0.034337769,-0.022440644,-100,0.158926929,-100,-100,-100,0.004480355,-0.012818254,0.345658363,-100,-100,0.014379249,0.028164252,-0.032561169,0.085632806,-100,0.040755055,0.002905416,0.035559128,-100,0.072807344,-100,-100,-100,-100,0.148343627,0.031936613,0.018629591,0.016298622,-100,0.036849302,-0.042178874
1971-Q1,-100,0.049362109,0.00686224,0.030047241,-100,-0.020418843,-100,-100,-100,-100,-100,0.023175502,-100,-100,-100,-0.173439558,0.005173338,-100,0.039383764,-0.074657944,0.108882536,-100,0.119511911,-100,-100,-100,-0.020758066,0.036939829,0.022628933,-100,-100,0.029497998,0.027703845,0.094630855,0.019677786,-100,0.053156021,0.036515238,-0.014978524,-100,-0.000916741,-100,-100,-100,-100,0.060574406,0.031604519,-0.042853944,0.045333339,-100,-0.018762057,0.113153146
1971-Q2,-100,0.017430007,0.089020204,0.029728916,-100,0.122009428,-100,-100,-100,-100,-100,0.033063623,-100,-100,-100,0.266984678,0.074895556,-100,0.048334246,0.086625375,0.095922007,-100,0.093514223,-100,-100,-100,0.016986829,0.066103206,0.136802786,-100,-100,0.041522436,0.027312012,0.029631972,0.034774551,-100,0.053875153,0.049625192,0.064485829,-100,0.168272498,-100,-100,-100,-100,-0.032212603,0.080336425,-0.04621648,0.065150866,-100,0.073688433,0.021808791
1971-Q3,-100,0.131575571,0.065719816,0.042300488,-100,0.115208721,-100,-100,-100,-100,-100,0.04280288,-100,-100,-100,-0.001037426,0.066836786,-100,0.051704133,0.071018107,0.199874958,-100,0.075325566,-100,-100,-100,0.059890987,0.049635723,0.007751805,-100,-100,0.052832182,0.061069246,0.041873509,0.027246585,-100,0.054558781,0.054553826,0.065379622,-100,0.023442386,-100,-100,-100,-100,0.053133388,0.07565226,0.075130163,0.024926772,-100,0.070539692,0.033305954
1971-Q4,-100,-0.012916497,-0.014497923,0.055296005,-100,0.04444035,-100,-100,-100,-100,-100,0.052324678,-100,-100,-100,-0.024252046,0.034714208,-100,0.016746754,-0.003363035,-0.07054738,-100,0.06282438,-100,-100,-100,0.022773331,0.036943026,0.030380677,-100,-100,0.06199658,0.096518952,0.019539603,-0.043520259,-100,0.055206438,0.02141924,0.020396983,-100,0.144043535,-100,-100,-100,-100,0.029061949,0.08300784,-0.038647859,0.030327637,-100,0.015925946,0.009427734
1972-Q1,-100,-0.047612161,0.136787135,0.054192107,-100,-0.013316497,-100,-100,-100,-100,-100,0.061562276,-100,-100,-100,0.2113077,0.053430203,-100,0.060781186,0.004050245,0.218417075,-100,0.055026858,-100,-100,-100,0.044930233,0.136828835,0.058748064,-100,-100,0.068279027,0.093713276,0.069887708,0.119008059,-100,0.055818854,0.063116919,0.043832147,-100,-0.002113946,-100,-100,-100,-100,-0.023373097,0.066497177,0.019076857,0.037205352,-100,0.008095669,0.075538773
1972-Q2,-100,0.092751281,-0.001495936,0.053220144,-100,0.118310272,-100,-100,-100,-100,-100,0.05674686,-100,-100,-100,-0.00156011,0.015455874,-100,0.076034443,0.066937465,0.124826821,-100,0.053558843,-100,-100,-100,-0.001811104,0.077431684,0.123565194,-100,-100,0.072584259,0.091064697,0.095533026,0.018537306,-100,0.049770874,0.073932209,0.052035672,-100,0.079983965,-100,-100,-100,-100,0.042508073,0.09791632,0.007621252,0.01146309,-100,0.109767112,0.093908309
1972-Q3,-100,-0.020106232,0.055216094,0.059221973,-100,0.011921323,-100,-100,-100,-100,-100,0.052136512,-100,-100,-100,0.088516913,0.035994297,-100,0.050428274,0.096748458,-0.02467093,-100,0.057109625,-100,-100,-100,0.055027109,0.088153969,0.067577045,-100,-100,0.0758156,0.09048975,0.040792444,0.006093851,-100,0.043962747,0.052299779,0.056608954,-100,0.210900081,-100,-100,-100,-100,0.00247323,0.090813783,0.118921714,0.034068165,-100,0.010697501,0.038301742
1972-Q4,-100,0.042922334,0.193035043,0.065270309,-100,0.097318209,-100,-100,-100,-100,-100,0.047709938,-100,-100,-100,0.085236989,0.068081667,-100,0.070013487,0.063619674,0.24291094,-100,0.063141164,-100,-100,-100,0.019146082,0.104488455,0.181207375,-100,-100,0.078924258,0.089949167,0.072784195,0.050671,-100,0.038366776,0.072113312,0.062710732,-100,0.021805901,-100,-100,-100,-100,0.07274413,0.081626903,0.069946496,0.072509168,-100,0.063902855,0.068678533
1973-Q1,-100,0.107392686,-0.055491642,0.063780852,-100,0.106681244,-100,-100,-100,-100,-100,0.043445991,-100,-100,-100,0.15084371,0.082104591,-100,0.104407239,0.056466713,0.014349927,-100,0.068550736,-100,-100,-100,0.036550407,0.140650049,0.139005709,-100,-100,0.082506818,0.087257133,0.101632813,0.132470422,-100,0.032950012,0.096235479,0.078822209,-100,0.169704115,-100,-100,-100,-100,0.052593674,0.075684055,0.026866476,0.020073788,-100,0.211086227,0.102733886
1973-Q2,-100,0.007741154,0.084435743,0.062161474,-100,0.038709361,-100,-100,-100,-100,-100,0.027811427,-100,-100,-100,-0.117865666,0.04392068,-100,0.043920012,0.029884279,0.145886343,-100,0.073206328,-100,-100,-100,0.125363726,0.037083877,0.178983711,-100,-100,0.086947619,0.084647843,0.047427346,-0.013087551,-100,0.040590496,0.044891043,0.043751186,-100,0.087299044,-100,-100,-100,-100,-0.017671604,0.073241182,0.001454961,-0.00351125,-100,0.007762237,0.044266131
1973-Q3,-100,0.041033523,0.016015684,0.058311351,-100,0.018728556,-100,-100,-100,-100,-100,0.012721033,-100,-100,-100,0.189669078,0.034798914,-100,0.004354252,0.013173086,0.023963811,-100,0.078956961,-100,-100,-100,0.133475437,0.011718394,0.219690285,-100,-100,0.093710191,0.072025803,-0.009614976,-0.028714776,-100,0.048054498,0.01501309,0.034701402,-100,0.124853045,-100,-100,-100,-100,0.120801152,0.067721037,0.031629995,0.037464371,-100,-0.03678521,-0.02086821
1973-Q4,-100,0.103509521,0.087318429,0.054048905,-100,0.075844378,-100,-100,-100,-100,-100,-0.002007746,-100,-100,-100,0.077321328,0.052121608,-100,0.03950392,0.009991976,0.016106731,-100,0.078893483,-100,-100,-100,0.10134313,0.050353229,0.059155954,-100,-100,0.08955677,0.058941243,0.043290789,0.165505755,-100,0.05530465,0.046285465,0.045288227,-100,0.06529199,-100,-100,-100,-100,0.079303507,0.067459353,0.055748307,0.07239657,-100,-0.015326073,0.038513286
1974-Q1,-100,0.000722117,0.08314057,0.052304867,-100,0.033518568,-100,-100,-100,-100,-100,-0.016544088,-100,-100,-100,-0.023073527,0.03892716,-100,-0.033251311,0.034259152,-0.078138091,-100,0.067237326,-100,-100,-100,0.032836601,-0.130516554,0.177763107,-100,-100,0.062955921,0.057326522,-0.020464214,0.02319932,-100,0.06230625,-0.017118554,0.013070864,-100,0.022070153,-100,-100,-100,-100,0.076864161,0.069683265,-0.021113718,0.059731794,-100,-0.106528779,-0.033947291
1974-Q2,-100,-0.078553312,-0.016748393,0.051764533,-100,0.04166518,-100,-100,-100,-100,-100,-0.0194639,-100,-100,-100,0.012402049,0.020176595,-100,0.019418788,-0.003073989,-0.194525457,-100,0.047929274,-100,-100,-100,0.038753334,0.029124939,-0.010500571,-100,-100,0.021229518,0.056308897,0.016467202,0.046669312,-100,0.052712101,0.018655257,0.022289523,-100,-0.078894816,-100,-100,-100,-100,0.056120534,0.051509712,0.069864523,0.012156053,-100,0.058763825,0.009541834
1974-Q3,-100,0.04857647,0.018780356,0.006650521,-100,0.000768973,-100,-100,-100,-100,-100,-0.022416462,-100,-100,-100,0.050341293,0.038275464,-100,-0.003255019,1.74E-07,-0.236102192,-100,0.021235638,-100,-100,-100,0.006685192,0.052177333,0.06390752,-100,-100,-0.036194764,0.058035022,-0.025384793,0.031893651,-100,0.043554065,0.000901933,0.009459975,-100,-0.06472056,-100,-100,-100,-100,0.04607814,0.028527659,0.05754864,-0.093513334,-100,0.024080823,-0.037278336
1974-Q4,-100,0.003841633,-0.048076079,-0.039432064,-100,-0.02067723,-100,-100,-100,-100,-100,-0.025411143,-100,-100,-100,0.000921605,-0.059052665,-100,-0.033703494,-0.049559668,0.226382364,-100,-0.002218472,-100,-100,-100,-0.081029531,-0.021518108,-0.013570975,-100,-100,-0.085730794,0.059494846,-0.008718271,-0.054274981,-100,0.03475648,-0.024151453,-0.039970209,-100,-0.030553404,-100,-100,-100,-100,-0.037225334,0.002649205,0.055561158,-0.135430709,-100,-0.05732612,-0.01544595
1975-Q1,-100,0.015870919,0.00557668,-0.039409756,-100,-0.02161508,-100,-100,-100,-100,-100,-0.028453076,-100,-100,-100,0.065699361,-0.017875076,-100,-0.030850959,-0.02288122,0.357642832,-100,-0.010934725,-100,-100,-100,-0.067789469,0.005244383,0.057797986,-100,-100,-0.103336083,0.057941461,-0.035553581,-0.076257066,-100,0.026249611,-0.020416349,-0.015544241,-100,-0.077162684,-100,-100,-100,-100,-0.015922679,-0.019925993,0.025795076,-0.082408717,-100,0.001646871,-0.047822992
1975-Q2,-100,0.132509202,-0.040574941,-0.039586657,-100,0.052312955,-100,-100,-100,-100,-100,0.00369093,-100,-100,-100,-0.028101549,0.010148399,-100,0.020664185,-0.019927511,-0.039751943,-100,-0.004210225,-100,-100,-100,-0.002062784,0.091807129,0.20204229,-100,-100,-0.087699308,0.05682479,0.033603454,0.055977854,-100,0.042467369,0.02151534,-0.013618652,-100,-0.058361426,-100,-100,-100,-100,0.070754747,-0.003318573,-0.04538459,-0.042173976,-100,-0.063285983,0.028895989
1975-Q3,-100,-0.043122787,0.038970443,0.02046994,-100,0.078976992,-100,-100,-100,-100,-100,0.03680499,-100,-100,-100,-0.036115671,0.015584349,-100,0.051040792,0.044227509,-0.070672579,-100,0.017175524,-100,-100,-100,0.058080855,0.04630866,0.119312332,-100,-100,-0.03786186,0.05061533,0.068942973,0.022989802,-100,0.05842886,0.044757946,0.025179643,-100,0.004205845,-100,-100,-100,-100,0.03241331,0.017588684,0.036966509,-0.04470815,-100,-0.012902031,0.070260601
