Period,Argentina,Australia,Austria,Belgium,Brazil,Canada,Chile,China (People’s Republic of),Colombia,Costa Rica,Czechia,Denmark,Estonia,Euro area (20 countries),European Union (27 countries from 01/02/2020),Finland,France,G20,G7,Germany,Greece,Hungary,Iceland,India,Indonesia,Israel,Italy,Japan,Korea,Latvia,Lithuania,Luxembourg,Mexico,NAFTA,Netherlands,New Zealand,Norway,OECD,OECD Europe,Poland,Portugal,Russia,Saudi Arabia,Slovak Republic,Slovenia,South Africa,Spain,Sweden,Switzerland,Turkey,United Kingdom,United States
1989-Q2,-100,0.088085209,0.019162148,0.039002762,-100,0.015651003,-100,-100,-100,-100,-100,-0.077691484,-100,-100,-100,0.072179627,0.050140188,-100,0.013706129,0.016199407,-0.043624279,-100,0.012668837,-100,-100,-100,0.017408379,-0.051215182,0.059715953,-100,-100,0.088422155,0.001529098,0.026708532,0.050771069,0.023473684,0.039644177,0.016681796,0.024969536,-100,-0.05537682,-100,-100,-100,-100,0.017467563,0.039948433,0.027291429,0.06445682,-100,0.025225346,0.03087516
1989-Q3,-100,0.032517969,0.033578645,0.014940927,-100,0.014520106,-100,-100,-100,-100,-100,-0.058141673,-100,-100,-100,0.047980173,0.044871827,-100,0.03745746,0.037033274,-0.05385909,-100,0.012947921,-100,-100,-100,0.042354029,0.07184547,0.106588863,-100,-100,0.059836571,0.076675966,0.033305018,0.035572181,-0.044247157,0.032695337,0.040267742,0.035904791,-100,0.081284568,-100,-100,-100,-100,0.003217682,0.054673676,0.001233438,0.024269952,-100,0.006554924,0.029960267
1989-Q4,-100,-0.010455983,0.053039278,0.052966197,-100,-0.007937651,-100,-100,-100,-100,-100,0.067972532,-100,-100,-100,0.001894111,0.058560952,-100,0.037929581,0.047164162,0.182798227,-100,0.011255986,-100,-100,-100,0.041805435,0.129809472,0.175708696,-100,-100,0.036524033,-0.03480709,0.002310119,0.032602138,-0.00768215,0.023472028,0.038619291,0.042381593,-100,0.033722793,-100,-100,-100,-100,-0.024524459,-0.006623697,0.053322651,0.050970886,-100,-0.000494277,0.007902554
1990-Q1,-100,0.033836602,0.050212944,0.064011436,-100,0.039026088,-100,-100,-100,-100,-100,-0.022044951,-100,-100,-100,0.055272989,0.011503003,-100,0.030537971,0.085649356,0.038275587,-100,0.010512888,-100,-100,-100,0.016040285,-0.01889518,0.041368725,-100,-100,0.031909028,0.089847536,0.048429357,0.051088032,-0.006701696,0.001045537,0.03830141,0.047899841,-100,0.041322908,-100,-100,-100,-100,0.003205904,0.0355039,0.008521379,0.087404627,-100,0.020464857,0.044437152
1990-Q2,-100,0.004399323,0.043828172,-0.014074218,-100,-0.0159524,-100,-100,-100,-100,-100,0.093027134,-100,-100,-100,-0.053925865,0.020979438,-100,0.035234652,0.019811917,-0.106803245,-100,0.011214387,-100,0.102317226,-100,0.012247222,0.132253805,0.092254929,-100,-100,0.046565145,0.089658003,0.019451537,0.033899152,-0.000715756,0.03629793,0.037750903,0.025191706,-100,0.076936969,-100,-100,-100,-100,-0.003296797,0.069738342,-0.012148637,0.012075479,-100,0.027036007,0.014598041
1990-Q3,-100,-0.022297979,0.033466492,0.005325201,-100,-0.028360278,-100,-100,-100,-100,-100,0.0115884,-100,-100,-100,-0.082988519,0.024241232,-100,0.020529745,0.086935932,-0.247053509,-100,0.0131782,-100,0.04081335,-100,0.006429227,0.068775475,0.135724447,-100,-100,0.0796134,0.055692172,0.005492236,0.055616705,0.03702306,-0.032263384,0.01511954,0.002967136,-100,0.028238472,-100,-100,-100,-100,-0.003357458,-0.01188542,-0.031340189,-0.016528216,-100,-0.043077736,0.002665928
1990-Q4,-100,0.023545807,0.027631838,0.049424661,-100,-0.035143243,-100,-100,-100,-100,-100,-0.042271382,-100,-100,-100,-0.022735757,-0.006889306,-100,-0.014679889,0.072298214,0.487014024,-100,0.012722103,-100,0.054369324,-100,-0.025731296,-0.00757756,0.083844948,-100,-100,0.109548278,0.051815587,-0.027154073,0.032088387,0.047515419,0.091778405,0.008614295,0.046345355,-100,0.110677056,-100,-100,-100,-100,0.003717773,0.160066387,0.04621783,-0.012934129,-100,-0.020066126,-0.035921892
1991-Q1,-100,-0.050582375,0.02799744,-0.017149609,-100,-0.056314598,-100,-100,-100,-100,-100,0.011876177,-100,-100,-100,-0.075749763,0.009062983,-100,0.011329176,0.118445246,0.017135193,-100,0.005970605,-100,0.150585738,-100,0.040604917,0.035310857,0.15865829,-100,-100,0.112802247,0.01106999,-0.018380335,-0.016153915,-0.093467785,0.049479557,0.002911209,0.009133477,-100,-0.090014463,-100,-100,-100,-100,-0.031439295,-0.074682545,-0.012396617,0.011030678,-100,-0.019615426,-0.018586654
1991-Q2,-100,-0.00634553,0.036988841,0.047525584,-100,0.019337028,-100,-100,-100,0.045218066,-100,0.043851414,-100,-100,-100,-0.047021131,0.01329034,-100,0.022858367,-0.021002328,-0.066970286,-100,-0.005898334,-100,0.106226404,-100,0.021863737,0.048307694,0.06813385,-100,-100,0.092907531,0.062628374,0.033871071,0.047711009,-0.026896152,0.017469746,0.026191483,0.010832165,-100,0.080845012,-100,-100,-100,-100,-0.008995469,0.049670238,-0.045103974,-0.043578548,-100,-0.004611385,0.031554211
1991-Q3,-100,0.017834152,0.045107422,0.027263669,-100,0.005315622,-100,-100,-100,0.020476516,-100,0.029963878,-100,-100,-100,-0.079805406,0.014166112,-100,0.008759105,-0.008702744,0.076051508,-100,-0.023453418,-100,0.054676042,-100,0.026419939,-0.008825803,0.088612967,-100,-100,0.05490405,0.007458502,0.017849407,0.016455168,0.012798906,-0.00809227,0.013386696,0.012397746,-100,0.043640151,-100,-100,-100,-100,-0.001550529,0.030554888,-0.019294339,-0.005166525,-100,-0.007804492,0.020368097
1991-Q4,-100,0.002295781,0.024698771,0.020390256,-100,0.007047412,-100,-100,-100,0.179073397,-100,-0.038827354,-100,-100,-100,-0.046087842,0.022816125,-100,0.021260186,0.052408021,-0.015043297,-100,-0.0388525,-100,0.062767502,-100,0.02019698,0.028390691,0.103966766,-100,-100,0.016903789,0.074227801,0.019748347,0.045117328,0.026226206,0.024566344,0.024218071,0.024115791,-100,0.000946998,-100,-100,-100,-100,-0.006864855,0.020049502,-0.006183058,0.011112315,-100,0.004912368,0.014014853
1992-Q1,-100,0.031576318,0.015436716,0.057267894,-100,0.002826461,-100,-100,-100,0.071322514,-100,0.05890024,-100,-100,-100,0.01291668,0.032856299,-100,0.032287897,0.06270382,0.091692071,-100,-0.043628708,-100,0.044374472,-100,0.018003613,0.001244605,0.073140257,-100,-100,-0.003026188,-0.000349609,0.039908772,0.02860985,0.011951987,0.097869751,0.035465516,0.041173636,-100,0.072657764,-100,-100,-100,-100,-0.027736661,0.040509248,0.037211191,0.033424835,-100,-0.001307026,0.048757021
1992-Q2,-100,0.028510114,0.019305011,-0.047749721,-100,0.004566381,-100,-100,-100,0.091699117,-100,-0.031541445,-100,-100,-100,-0.044217424,0.005472067,-100,0.016541793,-0.030488274,-0.117117344,-100,-0.037499224,-100,0.05263306,-100,-0.017016296,0.014079899,0.028364609,-100,-100,-0.002937215,0.067224176,0.043500939,-0.036254966,0.00042887,0.017398619,0.011626426,-0.021535624,-100,-0.036270836,-100,-100,-100,-100,-0.024310091,-0.051146866,-0.020388147,-0.007546703,-100,-0.006218135,0.044082672
1992-Q3,-100,0.040595018,0.003168509,0.012415034,-100,0.021842972,-100,-100,-100,0.179268376,-100,0.113001165,-100,-100,-100,-0.032249444,-0.006815331,-100,0.017794808,-0.006948344,0.063370575,-100,-0.020601356,-100,0.146137413,-100,-0.016981545,0.004714911,0.002707707,-100,-100,0.014363333,0.037663686,0.038500372,0.012224022,-0.030514841,0.044210281,0.019194636,0.005813832,-100,-0.013766754,-100,-100,-100,-100,-0.045511429,0.002557116,-0.05665247,-0.039778899,-100,0.019119708,0.040114093
1992-Q4,-100,0.086018918,-0.012043916,-0.048398894,-100,0.022986264,-100,-100,-100,-0.036849043,-100,-0.01750197,-100,-100,-100,-0.02796899,-0.004486282,-100,0.013824456,-0.012822149,-0.02111751,-100,0.001393047,-100,0.020243461,-100,-0.015899677,-0.025257249,0.063903799,-100,-100,0.037313142,0.003336465,0.036780649,0.015153548,0.051371474,-0.023603691,0.011864329,-0.006008574,-100,-0.006366429,-100,-100,-100,-100,-0.03355782,-0.025810203,-0.053772369,-0.02892274,-100,0.031179819,0.042371301
1993-Q1,-100,0.027735141,-0.00954487,-0.030044217,-100,0.025639725,-100,-100,-100,0.124240885,-100,-0.047183091,-100,-100,-100,0.009395866,-0.024981458,-100,0.007703635,-0.0286372,-0.102005505,-100,0.02140604,-100,0.079123023,-100,-0.00841017,0.045841964,0.082035655,-100,-100,0.052071314,0.00948733,0.008370829,0.024865046,0.067201487,-0.001277341,0.008428675,-0.009432213,-100,-0.051711247,-100,-100,-100,-100,0.052429727,-0.036800337,-0.065387749,-0.005434042,-100,0.020130734,0.00669449
1993-Q2,0.119095546,0.023562883,0.023018006,0.04102684,-100,0.036936496,-100,-100,-100,0.037172347,-100,-0.016438449,-100,-100,-100,-0.00767787,-0.00307452,-100,0.007607567,-0.001084677,0.070147691,-100,0.036692078,-100,0.046640418,-100,-0.006734076,-0.025086324,0.106629785,-100,-100,0.056868778,0.00168993,0.022188673,0.010033365,0.091421049,0.058571162,0.016626586,0.020144816,-100,0.00200605,-100,-100,0.05680913,-100,0.02759153,-0.000270986,0.054191904,0.045045311,-100,0.018045499,0.023490982
1993-Q3,0.082866719,0.00528741,0.041410227,0.012718132,-100,0.038806228,-100,-100,-100,0.084278555,-100,0.006646382,-100,-100,-100,0.023089097,0.004009207,-100,0.009833052,0.023539431,0.013685716,-100,0.049314552,-100,0.141308676,-100,-0.009509544,-0.028406777,0.075812018,-100,-100,0.054539478,0.047353577,0.023548336,0.033093267,0.083696792,0.067640554,0.015921247,0.019866999,-100,0.028112767,-100,-100,0.047206367,-100,0.052290629,0.049003045,0.032107863,0.013553945,-100,0.037151083,0.019223234
1993-Q4,0.032609541,0.075137943,0.028405685,0.038643576,-100,0.017219802,-100,-100,-100,0.052458324,-100,0.090445814,-100,-100,-100,0.030524395,0.013753544,-100,0.034713426,-0.00269464,0.007995383,-100,0.054757984,-100,0.140449493,-100,0.030131257,0.025439243,0.078771992,-100,-100,0.047323125,0.025277985,0.049477088,-0.024585515,0.037968548,0.123570715,0.034419204,0.017644237,-100,0.013486148,-100,-100,0.061635731,-100,0.034579248,0.015159261,0.011682903,0.016630603,-100,0.027449695,0.055526075
1994-Q1,0.058077218,0.067156351,0.012922797,0.028442227,-100,0.060296423,-100,-100,-100,-0.008321979,-100,0.049801852,-100,-100,-100,0.026851337,0.026189061,-100,0.039455041,0.056639091,-0.031326332,-100,0.048972883,-100,0.037056994,-100,0.023368222,0.036056661,0.121879047,-100,-100,0.038534614,0.040048294,0.041068836,0.061218485,0.062433719,-0.003284977,0.037529453,0.027659102,-100,0.013616749,-100,-100,0.073470797,-100,-0.001884006,0.033496398,0.046934761,0.02567358,-100,0.039979726,0.039383146
1994-Q2,0.085332574,0.048848774,0.006907105,0.046791147,-100,0.05968538,-100,-100,-100,0.124688675,0.039249213,0.122401118,-100,-100,-100,0.035171434,0.040622462,-100,0.032241321,0.009618913,0.049625125,-100,0.034576087,-100,0.114281294,-100,0.033716324,-0.021720603,0.066878384,-100,-100,0.030476837,0.094480796,0.059343864,0.046815521,0.026715456,0.079292646,0.022400831,-0.003487151,-100,0.05284893,-100,-100,0.049639517,-100,0.039601352,0.008798991,0.041281825,-0.03850372,-100,0.037240691,0.055319206
1994-Q3,0.010133908,0.031364719,0.036765955,0.011236283,-100,0.052276178,-100,-100,-100,0.029735259,0.05548422,-0.018623375,-100,-100,-100,0.094506825,0.035946714,-100,0.032244024,0.027910408,0.111683513,-100,0.012310404,-100,-0.001490846,-100,0.033885906,0.046763353,0.069004962,-100,-100,0.022469169,0.02281042,0.025631057,0.030673367,0.070203182,-0.044360539,0.036869116,0.043736605,-100,0.018210652,-100,-100,0.078179653,-100,0.045745035,0.032140065,0.033772537,0.040959218,-100,0.040993697,0.023589226
1994-Q4,0.050569002,0.042528201,0.05510647,0.0690013,-100,0.029375044,-100,-100,-100,-0.013101056,0.090360059,0.104197912,-100,-100,-100,0.104576657,0.036687347,-100,0.031619228,0.049426474,-0.032462737,-100,-0.007270126,-100,-0.002053847,-100,0.038704774,-0.015386216,0.166731797,-100,-100,0.015445291,0.043743582,0.045039067,0.038417279,0.054012085,0.137516043,0.039301248,0.044295823,-100,0.048951832,-100,-100,0.057869233,-100,0.07642956,0.015053175,0.074318721,0.022870103,-100,0.017560574,0.046616236
1995-Q1,-0.060310777,0.000230201,0.03386907,-0.002212093,-100,0.037262027,-100,-100,-100,0.147068473,0.070092124,0.020727899,-100,-100,-100,-0.032650296,0.013112595,-100,0.019529416,-0.014256771,-0.001624345,-100,-0.116105513,-100,0.232749606,-100,0.041756776,0.044396977,0.086278398,-100,-100,0.047859378,-0.17216589,-0.003261962,0.027491059,0.049099119,-0.000709583,0.015954219,0.02256153,-100,0.007011823,-100,-100,0.062156358,-100,0.010035416,0.046381061,0.05279644,-0.018539304,-100,0.020820799,0.014266921
1995-Q2,-0.143208065,0.017436859,0.017069962,0.016931141,-100,0.001700474,-100,-100,-100,-0.02199884,0.015919154,-0.011394476,-0.038951694,0.023142573,0.024031704,0.111854164,0.025873759,-100,0.017938382,0.029619865,0.038443438,-0.008395238,0.09920419,-100,0.084033126,0.088224468,-0.000256685,0.038425634,0.083358875,0.017583953,0.087838882,0.042635798,-0.219723352,-0.012002675,0.031753253,0.052127186,0.029234124,0.012498597,0.024203711,0.077088564,0.048005617,-100,-100,0.0684002,0.020901749,0.011549046,0.025295482,0.017640243,0.003191439,-100,0.00834519,0.011986418
1995-Q3,-0.015362674,0.0928599,0.009103421,0.02419918,-100,0.005297001,-100,-100,-100,-0.000168246,0.121975492,0.016786257,-0.013439223,0.013657799,0.015267359,-0.017950351,0.006000117,-100,0.030677245,0.007290567,0.021688604,-0.001273193,-0.029158993,-100,0.015650049,0.045909452,0.027241563,0.047782842,0.085656442,-0.042920948,0.000536494,0.042237326,0.088072562,0.036794459,0.031800183,0.037587447,0.08054517,0.035671763,0.025000952,0.118616738,0.017466562,-100,-100,0.023091233,0.013327219,0.026803798,0.016290007,0.011882937,0.026000534,-100,0.045324515,0.034465728
1995-Q4,0.031025969,0.001584892,0.013862372,0.008269152,-100,0.016240994,-100,-100,-100,0.017547979,-0.030469705,0.029590056,0.047627645,0.01492829,0.016661016,0.001967222,-0.001262229,-100,0.017817912,0.001556111,0.023368759,-0.016004973,0.017491517,-100,0.055902821,0.025456258,0.028242898,0.010105412,0.076947775,0.015851221,0.084441631,0.043521807,0.094695889,0.03236606,0.028800977,0.027365284,0.041745173,0.022883378,0.014723441,0.049273123,0.027377566,-100,-100,0.07854338,0.012471066,0.013522704,0.030247497,0.049941016,-0.004720645,-100,0.012508994,0.027441228
1996-Q1,0.114606505,0.065604836,0.028659769,-0.008035593,-100,0.005817319,-100,-100,-100,-0.001452028,0.099107605,0.000602007,0.036460759,0.005421226,0.009717774,0.074094003,0.030130537,-100,0.020458875,-0.032375255,0.021895805,0.033263711,0.167041903,-100,0.069223812,0.049847001,0.006609511,0.032734625,0.078537918,-0.010322546,0.052238286,0.04831987,0.096998566,0.034255899,0.016534662,0.057434455,0.085605025,0.029317258,0.018033607,0.08751023,0.031972379,-100,-100,0.069440105,0.042286205,0.076184529,0.024057698,0.026927192,0.015552931,-100,0.026691495,0.030300335
1996-Q2,0.092175611,0.025347794,0.034248689,0.028368632,0.050284005,0.028782274,0.04039536,-100,-100,-3.55805E-05,0.026899294,0.112799774,0.069864828,0.028865538,0.029210178,0.031936833,0.005845847,-100,0.048670874,0.055454004,0.023153602,-0.031257401,0.016121215,-100,0.135004787,0.076748893,0.000191812,0.051974008,0.083287852,-0.006362632,-0.012776768,-0.252514385,0.043467311,0.063155136,0.045350137,0.035850262,-0.004543526,0.046414804,0.025625513,0.083343434,0.048849868,-100,-100,0.047746077,0.024380782,0.048512743,0.030110654,-0.032858368,-0.014516539,-100,0.013092388,0.068405625
1996-Q3,0.095080692,0.032905438,0.012198645,0.018545743,0.147090739,0.034021094,0.040476845,-100,-100,0.068111762,0.020780024,0.011360847,0.133420846,0.019196056,0.017699073,0.023406771,0.016240536,-100,0.024426612,0.013469589,0.055523993,-0.007580181,-0.06650315,0.019703129,0.077013672,0.053763854,0.004466037,0.005249188,0.072235424,0.149444005,0.137575848,0.34831666,0.05989081,0.038292994,0.057190063,0.026319893,0.115288705,0.028641525,0.023107497,0.044129992,0.055386963,-100,-100,0.104279218,0.053367739,0.048517933,0.034762929,0.012300636,-0.001848548,-100,0.038040448,0.036367045
1996-Q4,0.074907346,0.037187177,0.007590754,0.031922394,-0.029700142,0.03207027,0.058574371,-100,-100,0.059091761,0.001723604,0.001361055,0.083793001,0.020342688,0.016892527,0.077053721,0.013580405,-100,0.035787575,0.030131532,0.043054612,0.051896372,0.103967694,0.064947227,0.136311429,0.067532018,-0.012240058,0.045415679,0.069399476,0.22773972,0.029401105,0.055017613,0.132848619,0.04939783,0.028742348,0.053172222,-0.052478735,0.040077356,0.026711959,-0.131963877,0.011341507,-100,-100,0.081167873,0.073295061,0.038058269,0.021021638,0.035487883,0.01760752,-100,0.055619022,0.042186198
1997-Q1,0.086691978,0.025880841,0.021667474,0.040701942,0.040547918,0.054683347,0.093840713,-100,-100,0.000862968,-0.017768325,0.051157251,0.153108674,0.010133603,0.01583922,0.048001631,0.012776392,-100,0.019909178,-0.020620165,0.023032347,0.041141372,0.168518394,0.030435734,-0.049113095,0.049604894,0.012248943,0.009721619,0.018854416,-0.03383896,0.076596765,0.025489639,0.014739901,0.027097684,0.044358273,-0.014789739,0.131729998,0.025064864,0.029900658,0.276170975,0.067430788,-100,-100,0.039976834,0.018748974,0.01869837,0.041438754,0.037280398,0.046146471,-100,0.065619866,0.026068763
1997-Q2,0.060841388,0.126088325,0.012685966,0.063321663,0.023364479,0.04577965,0.085884522,-100,-100,0.123084857,-0.009325817,0.07048959,0.179011654,0.049804532,0.048968029,0.062133497,0.040931131,-100,0.043494496,0.052788857,0.070357819,0.042384368,0.026621045,0.016495062,0.053411164,0.004282259,0.056009929,-0.029116711,0.149766594,0.178255284,0.12382602,0.049317315,0.095916869,0.069130701,0.042304203,0.080581849,0.082370988,0.052490714,0.052857295,0.056633835,0.03684308,-100,-100,0.060858387,0.090181972,0.025333611,0.037018928,0.044375076,0.00771236,-100,0.044930516,0.068291031
1997-Q3,0.104554725,0.005274012,0.054067229,0.035726688,0.043601698,0.048270108,0.093467519,-100,-100,0.042601619,-0.023248611,-0.011243626,0.112163358,0.032988532,0.031206483,0.097676838,0.038431676,-100,0.035489981,0.012201144,0.065347067,0.035920387,-0.044951701,0.048573715,0.07697054,0.005685899,0.028643886,0.007867266,0.03204788,0.071334623,0.105569264,0.04618753,0.087561773,0.054044027,0.059389002,-0.009119608,-0.003577052,0.037824187,0.031553594,0.015446654,0.053062831,-100,-100,0.068379372,0.037096712,0.003982887,0.048499361,0.027714534,0.045281297,-100,0.037688943,0.050885924
1997-Q4,0.055164072,0.06030328,0.040641692,0.022465949,0.041392733,0.039219678,0.08790265,-100,-100,0.126336604,-0.012069848,-0.000546561,0.13128607,0.045554925,0.045379326,0.123151254,0.043007981,-100,0.033644376,0.030617481,0.038686248,0.033817859,0.119250599,0.065588528,-0.020398903,0.074689611,0.071087444,0.001448143,-0.018115394,0.008498801,0.096848198,0.045565541,0.117396524,0.042447659,0.052315312,-0.006861234,0.047838662,0.038929513,0.051223624,0.07079912,0.027165401,-100,-100,-0.02149049,0.017915648,0.000552728,0.0557719,0.089506029,0.0278887,-100,0.060333741,0.034594353
1998-Q1,0.020858052,0.025848456,0.028633169,0.010435932,-0.076545973,0.057687133,0.032522346,-100,-100,0.101814503,-0.000168902,0.06168911,0.0331544,0.026279112,0.026241427,-0.028833265,0.039577605,-100,0.019331054,0.037828675,0.048908395,0.032703697,-0.090486523,0.066814473,-0.263374909,0.07574368,-0.029698935,-0.048138824,-0.246075771,0.25895578,0.085635196,0.043583534,0.062032649,0.043995736,0.055063286,-0.020964947,0.051507702,0.018004771,0.03194101,0.08091002,0.059176286,-100,-100,0.072856386,0.022783791,0.010549634,0.035725981,0.014939193,0.04235386,-100,0.029358487,0.040758693
1998-Q2,0.080714254,0.039711523,0.043866397,0.013367356,0.066127373,0.002119848,0.069600489,-100,-100,0.000914381,0.011014108,-0.029867902,-0.022420348,0.017768381,0.018641556,0.083203265,0.032332286,0.015366564,0.018577638,-0.016760697,0.017810287,0.064631492,0.449712334,0.053469461,-0.278578798,-0.020414877,0.023977399,-0.017101763,-0.031927735,-0.024145762,0.058588588,0.148051018,0.030060649,0.034198344,0.028936411,0.021413888,0.038224035,0.018617579,0.017009269,0.000561662,0.062858368,-100,-100,0.000239172,0.030172482,0.005669025,0.046143983,0.055671412,0.042941738,-0.031483047,0.025739586,0.037544834
1998-Q3,-0.012129011,0.077944716,0.030311782,0.011742378,-0.002933649,0.036949152,-0.026598257,-100,-100,0.031163816,0.001217802,0.07554307,-0.004061183,0.023075107,0.025358968,0.051200403,0.02270832,0.026710653,0.031535457,0.019066118,0.014040229,0.03806389,-0.010091688,0.074590005,-0.043830401,0.044031176,0.004888941,0.0072088,0.071739022,-0.035626338,0.037626452,0.076055413,0.020142479,0.047271636,0.034583023,0.003680166,-0.058443677,0.028310593,0.014992926,0.038942336,0.045082887,-100,-100,-0.032816051,0.034052564,-0.008732594,0.038369052,0.017498562,0.00033009,-0.055106184,0.013123944,0.051316576
1998-Q4,-0.098137234,0.063974559,0.014457065,0.008980963,-0.039610201,0.055309902,-0.12331828,-100,-100,0.100302998,0.002561154,0.012892248,-0.070861157,0.005840629,0.007838053,0.035932998,0.029653456,0.032842918,0.0391448,-0.016263016,0.031894231,0.00085001,0.143444713,0.053468213,-0.107119084,0.016821781,-0.019448074,0.03236891,0.103642744,-0.102092368,0.00125139,0.024881091,0.006778625,0.059467752,0.037110026,0.040413692,0.01709693,0.034330036,0.009792435,0.012394332,0.030470514,-100,-100,0.338993348,0.030357719,0.003856941,0.044170281,0.051976305,-0.007209828,-0.010307444,0.026797663,0.065938306
1999-Q1,-0.048910556,0.029738045,0.024265861,0.042458388,0.006314368,0.074201489,0.000767996,-100,-100,-0.013103839,0.001053643,0.036736663,-0.0299752,0.040827232,0.038493623,0.067624784,0.026884452,0.039231092,0.02233625,0.047115611,0.030843718,-0.000942062,-0.010981514,0.066565925,0.245775764,0.002528808,0.025490467,-0.053935944,0.127023331,0.153234173,-0.065758435,0.114407599,0.034767287,0.040387499,0.068355593,0.047282684,0.041432433,0.026132893,0.031921475,0.032571383,0.054237338,-100,-100,-0.127634149,0.059715058,0.039000509,0.040747989,0.04429215,0.005645981,-0.065746698,0.02800439,0.038110196
1999-Q2,-0.044436034,0.013839953,0.052347639,0.055860362,0.016401088,0.033400677,0.010958206,-100,-100,0.081852504,0.018279227,0.020815968,0.035560995,0.021357798,0.022801167,0.02141825,0.02521048,0.037437188,0.024159079,-100,0.037853985,0.044607496,-0.09963729,0.107359264,-0.002197496,0.138551284,0.015375325,0.015432728,0.187194405,-0.064322532,0.015805347,0.089203292,0.030557893,0.033476839,0.045264736,0.032278395,0.001513479,0.029825834,0.021351905,0.086452758,0.021048331,-100,-100,-0.066320294,0.192237216,0.032217694,0.048556893,0.027254577,0.025388841,-0.022358677,0.01911198,0.033810125
1999-Q3,-0.011476297,0.04644026,0.069070203,0.059372352,0.004594638,0.064187408,0.087088729,-100,-100,0.038475862,0.037461125,0.024951869,0.04189818,0.049159464,0.048194181,0.021499401,0.059621662,0.047987756,0.048140562,0.045038353,0.015400055,0.079202808,0.038550625,0.050751457,0.010981615,0.014821657,0.036189786,0.02150579,0.115974433,0.15265451,-0.048604254,0.120092563,0.038772982,0.053400916,0.056237696,0.116159754,0.069966747,0.047752916,0.044698023,0.082466936,0.039796443,-100,-100,-0.024653989,-0.097465736,0.044396455,0.054287005,0.028707278,0.023006388,-0.065777025,0.065545032,0.054099463
1999-Q4,0.068610641,0.069778275,0.013306576,0.048217314,0.056116936,0.057226407,0.109599089,-100,-100,0.062845234,0.045507394,0.057137019,0.107694103,0.045661636,0.046341299,0.034555112,0.056089339,0.056303175,0.050251231,0.033515223,0.065507333,0.045690426,0.193174282,0.067683473,0.004295368,0.080017905,0.056707653,0.001214095,0.120545366,0.139199098,0.00776007,-0.016229689,0.040300961,0.063999271,0.057473761,0.049791137,0.058541319,0.053878788,0.054321514,0.060552401,0.023172163,-100,-100,-0.017987418,0.068740163,0.044730601,0.045633272,0.078532126,0.097853051,0.124959063,0.058557901,0.067259494
2000-Q1,-0.013530892,0.016507895,0.038673947,0.028749293,0.043941272,0.064115131,0.038330163,-100,-100,0.03825404,0.054268564,0.0395787,0.160797412,0.049947289,0.048314396,0.124740727,0.033702145,0.052619961,0.036452312,0.058328259,0.015273208,0.03685833,-0.007113452,0.086663229,0.131968194,0.051149306,0.050089949,0.070487499,0.077984153,0.03719059,0.089425421,0.223659914,0.086401754,0.024648367,0.025142033,0.059429842,0.07674661,0.041978711,0.04894108,0.026706829,0.092034703,-100,-100,0.043367679,0.058704859,0.047579717,0.06576193,0.026071587,0.028992377,0.064497834,0.050217899,0.014590899
2000-Q2,-0.062819169,0.037478394,0.029139343,0.029095141,0.054277651,0.047915724,0.008897304,-100,-100,0.006719969,0.038841216,0.046319805,0.103996023,0.035837352,0.040002198,0.031181852,0.041861049,0.050606584,0.050956879,0.03276433,0.037392949,0.039053919,0.031550432,0.00540733,-0.022799385,0.156379879,0.027376138,0.018374864,0.054375254,-0.013401253,0.041455091,-0.051337527,0.050599962,0.070568664,0.045426052,0.001161609,-0.047217324,0.050885118,0.041672926,0.044839474,-0.020972523,-100,-100,0.040201752,0.045922079,0.037310583,0.051290728,0.107778981,0.016429567,0.16506818,0.029775368,0.074866042
2000-Q3,-0.010168398,0.009742037,0.024287196,0.018677912,0.055638865,0.041636966,0.063703603,-100,-100,0.036123462,0.053067819,0.011095783,0.050274668,0.024596224,0.023522773,0.064123652,0.032894504,0.032024355,0.00988322,-0.00188741,0.076857171,0.03653555,0.131497148,0.054174649,0.101076123,0.132613705,0.02815194,0.001197768,0.114820491,0.129649361,0.06160673,0.071541167,0.045031994,0.010582821,0.033417323,0.015816054,0.032622029,0.020457459,0.028255142,0.013140119,0.059894697,-100,-100,0.024433341,0.050219728,0.040208195,0.043909559,0.03081068,0.040539889,0.060916758,0.025969333,0.004083542
2000-Q4,0.012330938,-0.014415454,0.055335211,0.039683655,0.046177818,0.007934562,0.047777976,-100,-100,0.032062026,0.019073532,0.039689212,0.093079858,0.025842121,0.026262146,0.04320547,0.025028836,0.030310556,0.024958371,-0.011758462,0.057976502,0.079700678,-0.032057955,0.001676653,0.120081813,0.009258968,0.06369603,0.039180436,-0.012915292,-0.047864631,0.062514043,0.023710579,-0.044729715,0.016277627,0.053011569,0.00727241,0.001307527,0.023156876,0.030730561,0.076480977,0.027046125,-100,-100,0.02287749,0.027911839,0.034475132,0.04137058,-0.011720156,0.052542727,0.058715588,0.025972223,0.024096277
